"Original Search Term","Is identified","Original Product Cost ($USD)","Shipping From","AID","Product Title","Description","UPCs","EANs","ASIN","Parent ASIN","Recommended","Recommended in Amazon US","Recommended in eBay US","Recommended in Walmart US","Is identified in Amazon US","Identification type Amazon US","Amazon US ASIN","Shipping to US by:","Shipping cost to US","Amazon US Total Sales (CAD)","Amazon US Estimated Unit Sales Per Month","Amazon US Price (CAD)","Amazon US Buy Box Price (CAD)","Amazon US Seller Offer : Id","Amazon US Seller Offer : Name","Amazon US Seller Offer : Price","Amazon US Seller Offer : Is Prime Eligible","Amazon US Seller Offer : Is Buy Box Winner","Offered by Amazon US","Amazon US is FBA","Amazon US Listing URL","Amazon US Demand","Amazon US % Profit","Amazon US Local Category Name","Amazon US Local Amazon Rank","Amazon US Local Sub Category Name","Amazon US Local Sub Category Rank","Amazon US Offerings","Amazon US % Profit","Amazon US Profit (CAD)","Amazon US Market fee (CAD)","Amazon US FBA fee (CAD)","Amazon US Tax (CAD)","Amazon US Insights","Is identified in eBay US","Identification type eBay US","eBay US eBay Item ID","Shipping to US by:","Shipping cost to US","eBay US Total Sales (CAD)","eBay US Estimated Unit Sales Per Month","eBay US Price (CAD)","eBay US Seller Offer : Id","eBay US Listing URL","eBay US Demand","eBay US % Profit","eBay US % Profit","eBay US Profit (CAD)","eBay US Market fee (CAD)","eBay US PayPal fee (CAD)","eBay US Tax (CAD)","eBay US Insights","Is identified in Walmart US","Identification type Walmart US","Walmart US Walmart Item ID","Shipping to US by:","Shipping cost to US","Walmart US Total Sales (CAD)","Walmart US Estimated Unit Sales Per Month","Walmart US Price (CAD)","Walmart US Seller Offer : Name","Walmart US Seller Offer : Price","Walmart US Listing URL","Walmart US Demand","Walmart US % Profit","Walmart US % Profit","Walmart US Profit (CAD)","Walmart US Market fee (CAD)","Walmart US Tax (CAD)","Walmart US Insights","Brand Name","Model","Color","Width (inch)","Height (inch)","Length (inch)","Weight (pound)","Package Width (inch)","Package Height (inch)","Package Length (inch)","Package Weight (pound)","Package Origin","Size","Enhanced Data: Part Number","Enhanced Data: Release Date","Enhanced Data: Actors","Enhanced Data: Artists","Enhanced Data: Aspect Ratio","Enhanced Data: Audience Rating","Enhanced Data: Bluray Region","Enhanced Data: Contributors","Enhanced Data: Directors","Enhanced Data: Display Size","Enhanced Data: Edition","Enhanced Data: Esrb Age Rating","Enhanced Data: Formats","Enhanced Data: Genre","Enhanced Data: Hardware Platform","Enhanced Data: Is Adult Product","Enhanced Data: Is Autographed","Enhanced Data: Is Memorabilia","Enhanced Data: Label","Enhanced Data: Content Languages","Enhanced Data: Manufacturer Maximum Age","Enhanced Data: Manufacturer Minimum Age","Enhanced Data: Material Types","Enhanced Data: Number Of Discs","Enhanced Data: Number Of Items","Enhanced Data: Number Of Pages","Enhanced Data: Operating Systems","Enhanced Data: Pegi Rating","Enhanced Data: Platforms","Enhanced Data: Publication Date","Enhanced Data: Publisher","Enhanced Data: Running Time","Enhanced Data: Scent","Enhanced Data: Studio","Enhanced Data: Theatrical Release Date","Image URL"
"795041769992","true","1.0","US","AIDF8U004001","Andre Rieu in Wonderland (+ Bonus CD)",,"[795041769992]","[0795041769992]","B0012IXBKA",,"false","false","false","false","true","ID","B0012IXBKA","USPS","3.37","682.78","32","26.82",,"A2TLEAEUHMVXH9","skyvo-direct-usa","28.24","true","true","Data not available","true","https://www.amazon.com/dp/B0012IXBKA","LOW","65.0","Music","61725","Chamber Music","1532","17","65.0","17.47","4.02","3.94","0.00","Displaying lowest price from a high-ranked seller","true","keywords","274858369863","USPS","3.37","0.0","0","12.83",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=274858369863","LOW","44.0","44.0","5.59","1.16","0.76","0.00","Listing identified using keywords","true","ID","9222316","USPS","3.37","201.2","9","28.02",,,"https://www.walmart.com/ip/9222316","LOW","66.0","66.0","18.49","4.20","0.00",,"WEA DVD","COZ17699",,"7.5","5.4","0.7","0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"COZ17699","2008-04-01","[""Andre Rieu""]","Data could not be retrieved","Data could not be retrieved","NR (Not Rated)","Data could not be retrieved","Data could not be retrieved","[""Pit Weyrich""]","Data could not be retrieved","DVD with Bonus Audio CD disc","Data could not be retrieved","[""Multiple Formats"",""Classical"",""NTSC""]","Classical","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Denon Records","[{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Denon Records","{""value"":150,""unitType"":""minutes""}","Data could not be retrieved","Denon Records","2008-04-01","https://m.media-amazon.com/images/I/5113VkGNWBL._SL500_.jpg"
"74645123790","true","1.0","US","Could not identify the product from a valid resource","Christmas Eve on Sesame Street [New DVD]","Christmas Eve on Sesame Street [New DVD] Title: Christmas Eve on Sesame Street Format: DVD Label: Sesame Street Genre: Family-Sesame Street UPC: 074645123790 Release Date: 2002 It's Christmas Eve on Sesame Street, and everyone is joining in the excitement - until a question from Oscar throws Big Bird into a tailspin. How does a guy like Santa Claus, who's built like a dump truck, come down all those skinny little chimneys? Oscar asks. Suddenly Big Bird is worried that if he can't answer the question, there won't be any presents on Christmas! With the help of all his Sesame Street friends, Big Bird attempts to solve the mystery. But in the process, he discovers that the true miracle of Christmas isn't the presents under the tree, but the spirit of loving and sharing.© DirectToU LLC. All Rights Reserved.","[74645123790;074645123790]","[0074645123790]",,,"false","false","false","false","true","ID","B00006RJAK",,,"347.75","29","15.35",,,,,,,"Data not available","true","https://www.amazon.com/dp/B00006RJAK","LOW","79.0","Dvd","80001","Dvd","80001","15","79.0","12.05","2.30","3.94","0.00",,"true","ID","192279536254",,,"76.34","7","12.82","blowitoutahere","https://www.ebay.com/itm/Christmas-Eve-Sesame-Street-New-DVD-/192279536254","LOW","86.0","86.0","11.06","0.00","0.76","0.00",,"true","ID","10751137",,,"61.86","6","12.50",,,"https://www.walmart.com/ip/10751137","LOW","77.0","77.0","9.62","1.88","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/NTAwWDM1NA==/z/lCsAAOSwfxFbkGKS/$_1.JPG?set_id=8800005007"
"24543597087","true","1.0","US","Could not identify the product from a valid resource","The Order (DVD, 2009, 2-Disc Set, Canadian Repackaged)"," R (Restricted) Package Dimensions : 7.1 x 5.42 x 0.58 inches; 2.4 Ounces Director : Brian Helgeland Media Format : NTSC, Widescreen Release date : September 8, 2009 Actors : Heath Ledger, Shannyn Sossamon, Mark Addy, Benno Furmann, Peter Weller Subtitles: : English, Spanish Language : Unqualified (DTS ES 6.1), English (Dolby Surround), French (Dolby Surround), Spanish (Dolby Surround) Studio : 20th Century Fox Home Entertainment","[24543597087;024543597087]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","284310751017","USPS","5.49","10523.22","2698","5.01","troyacurtis5960","https://www.ebay.com/itm/Order-DVD-2009-2-Disc-Set-Canadian-Repackaged-/284310751017","UNAVAILABLE","-71.0","-71.0","-3.57","0.00","0.53","0.00",,"true","ID","193667819","USPS","5.49","0.0","0","14.29",,,"https://www.walmart.com/ip/193667819","UNAVAILABLE","29.0","29.0","4.09","2.15","0.00",,,,,,,,,"6.0","1.0","10.0","0.88","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved",
"625828120398","true","1.0","US","AIDQ93VOC001","Delta State - Le Tarot DVD","Delta State - Le Tarot DVD","[625828120398]","[0625828120398]","B000HRMCYI",,"false","false","false",,"true","ID","B000HRMCYI","USPS","3.37",,,,,,,,,,,,"https://www.amazon.com/dp/B000HRMCYI","UNAVAILABLE",,"Movies",,,,,,,,,,"Out of Stock listing","true","keywords","275342983140","USPS","3.37","0.0","0","27.84",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=275342983140","UNAVAILABLE","68.0","68.0","18.81","2.51","1.19","0.00","Listing identified using keywords ; Listing price includes shipping","false",,,,,,,,,,,,,,,,,,,,,,,,"0.20","5.35","0.55","7.48","0.20","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[{""languageName"":""french"",""type"":""Dubbed""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/51BF1C2Q8VL.jpg"
"97363521860","true","1.0","US","Could not identify the product from a valid resource","Revolutionary Road (DVD, 2009, Canadian) Leonardo DiCaprio Kate Winslet NEW ","This auction features REVOLUTIONARY ROAD on dvd. This dvd is new and factory sealed. The pictures show the actual dvd that you are buying. In addition to English, this movie also has a French language track and French subtitles. All my dvd's are Region 1, which means they will play on dvd players in the USA and Canada. All my movies are factory originals - no bootlegs. Combine shipping: If you live in the USA or Canada, just add $1.00 shipping for each extra movie. If you live outside the USA or Canada, please ask me for a quote if you plan on buying more than one dvd. Please note: Canadian buyers must pay applicable GST/HST on all purchases (including shipping). I'm a registered business and, as such, I must collect and remit GST/HST to the government. Bidders outside of Canada are responsible for paying any taxes or duty charged by your own country or state (if any).","[97363521860;097363521860]",,,,"false",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","144010099071",,,"0.0","0","7.99","billybee99","https://www.ebay.com/itm/Revolutionary-Road-DVD-2009-Canadian-Leonardo-DiCaprio-Kate-Winslet-NEW-/144010099071","UNAVAILABLE","80.0","80.0","6.37","0.00","0.62","0.00",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/zpcAAOSwSddgeLIO/$_57.JPG?set_id=8800005007"
"43396180659","true","1.0","US","Could not identify the product from a valid resource","DVD - Stranger than Fiction - Will Ferrell - [Bilingual] - New","**Great Combined Shipping - Just $1 Shipping for each additional Item - Worldwide** Stranger than Fiction  English & French Condition New & Shrink Wrapped ** All Movies are Region 1 unless otherwise stated (Canada & US) **All Items are Guaranteed** THANK YOU FOR LOOKING!!  Payment: Thank you for your purchase. Payment is required within 4 days after the sale has ended. If you have any questions, please let me know. Shipping: *AVERAGE SHIPPING TIMES & CHARGES - Please Remember Canada Post determines Rates and delivery times. - Canada - 3 - 5 Business Days - United States - 6 to 9 Business Days - By AIR - Internationally/Overseas - 8 - 12 Business Days - by AIR NOTE: I guarantee all shipments, however if held at Customs, Items can take 6 to 8 Weeks to arrive. Terms of Sale: Our return Policy is very Simple! - 100% Satisfaction guaranteed, No questions Asked! Items must be returned within 14 Days and a Full Refund will be issued. About Us: My aim is to provide a 5 Star Service & I offer a 100% guarantee, however, it is not possible, if I am not notified that you have any issues with your purchase. The Feedback system is very important for all buyers and sellers. If there is any problem with your purchase, please contact me first and I will work with you to resolve any issues. Contact Us: If you have any questions or concerns, please feel free to contact me anytime.","[43396180659;043396180659]",,,,"false",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","165210755997",,,"0.0","0","9.07","terter1997","https://www.ebay.com/itm/DVD-Stranger-than-Fiction-Ferrell-Bilingual-New-/165210755997","UNAVAILABLE","82.0","82.0","7.43","0.00","0.64","0.00",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved",
"43396327047","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24543703976","true","1.0","US","Could not identify the product from a valid resource","12 Men of Christmas (DVD) 	Kristin Chenoweth  NEW  *READ","12 Men of Christmas (DVD) Kristin Chenoweth  NEW  *READ. THERE ARE SOME SCUFF MARKS ON THE SHRINK WRAP AND A FEW SMALL INDENTS IN THE BACK OF THE CASE.  ***FREE FIRST CLASS SHIPPING****","[24543703976;024543703976]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","165593070052",,,"0.0","0","25.63","turso-art","https://www.ebay.com/itm/12-Men-Christmas-DVD-Kristin-Chenoweth-NEW-READ-/165593070052","UNAVAILABLE","92.0","92.0","23.50","0.00","1.13","0.00",,"true","ID","15105453",,,"0.0","0","12.82",,,"https://www.walmart.com/ip/15105453","UNAVAILABLE","77.0","77.0","9.89","1.93","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/JUAAAOSwquti3G2Q/$_57.JPG?set_id=8800005007"
"765940800393","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"786936706147","false","1.0","US","Could not identify the product from a valid resource","Lost: Season 1 (Version française)","Lost: Season 1 (Version française)","[786936706147]","[0786936706147]","B000EDWKY2",,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","2011-12-24","[""Matthew Fox"",""Evangeline Lilly"",""Dominc Monaghan"",""Jorge Garcia"",""Maggie Grace"",""Malcolm David Kelley"",""Naveen Andrews"",""Harold Perrineau"",""Josh Holloway"",""Terry O'Quinn""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""NTSC""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","ABC Studios","[{""languageName"":""french"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","ABC Studios","{""value"":1068,""unitType"":""minutes""}","Data could not be retrieved","ABC Studios","Data could not be retrieved","https://m.media-amazon.com/images/I/518j-JUCv6L.jpg"
